graph_number,k5_minor,k33_minor
4361,"{0: [9], 1: [1, 2], 2: [3, 4, 5], 3: [7, 8], 4: [10]}","{0: [1], 1: [0], 2: [3], 3: [5], 4: [2, 4, 11], 5: [8, 9]}"
4362,"{0: [1, 2, 11], 1: [0, 5], 2: [9], 3: [3, 6, 7], 4: [8]}","{0: [7], 1: [0], 2: [9], 3: [3, 11], 4: [5, 6], 5: [8, 10]}"
4363,"{0: [5, 7, 9, 10], 1: [6], 2: [2, 3], 3: [0, 8, 11], 4: [1, 4]}","{0: [11], 1: [7], 2: [4], 3: [3, 5, 6, 8], 4: [1, 2, 9], 5: [10]}"
4364,"{0: [6, 11], 1: [10], 2: [4], 3: [0, 8], 4: [9]}","{0: [11], 1: [7], 2: [10], 3: [6], 4: [1], 5: [3, 4, 9]}"
4365,"{0: [8], 1: [5, 11], 2: [0, 6, 10], 3: [4], 4: [9]}","{0: [0, 10], 1: [9], 2: [2, 3, 5, 7, 8], 3: [4], 4: [1], 5: [6]}"
4366,"{0: [6, 8], 1: [5, 11], 2: [2, 10], 3: [7], 4: [3, 4]}","{0: [5], 1: [4, 8, 11], 2: [10], 3: [9], 4: [2], 5: [0]}"
4367,"{0: [1, 6], 1: [9, 10], 2: [11], 3: [2, 8], 4: [7]}","{0: [0], 1: [1], 2: [3], 3: [5, 6, 11], 4: [8], 5: [2, 4, 9, 10]}"
4368,"{0: [2, 3, 11], 1: [8], 2: [7, 9], 3: [4, 10], 4: [0, 5, 6]}","{0: [3], 1: [6], 2: [11], 3: [9], 4: [0, 5, 8], 5: [1, 4, 10]}"
4369,"{0: [11], 1: [2, 8], 2: [6, 9], 3: [3, 4, 5], 4: [7]}","{0: [4], 1: [0, 2, 10], 2: [1, 5, 6, 9], 3: [11], 4: [7], 5: [8]}"
4370,"{0: [3], 1: [9], 2: [1, 10], 3: [6, 7, 8], 4: [4, 11]}","{0: [9], 1: [8], 2: [7, 11], 3: [4, 6], 4: [3], 5: [0, 1, 10]}"
4371,"{0: [4, 11], 1: [2, 8, 9], 2: [6], 3: [10], 4: [1, 5, 7]}","{0: [9], 1: [0, 8], 2: [5, 6, 7, 10, 11], 3: [2], 4: [3], 5: [4]}"
4372,"{0: [10], 1: [4, 8], 2: [0, 1, 5, 11], 3: [9], 4: [6]}","{0: [9], 1: [6, 10], 2: [3], 3: [0, 8], 4: [4, 11], 5: [2, 7]}"
4373,"{0: [3, 11], 1: [0, 10], 2: [8, 9], 3: [6], 4: [7]}","{0: [10], 1: [8], 2: [5], 3: [1], 4: [0], 5: [11]}"
4374,"{0: [3, 7, 9], 1: [2], 2: [11], 3: [6, 10], 4: [4, 8]}","{0: [3, 11], 1: [1, 7], 2: [10], 3: [9], 4: [2], 5: [4, 6, 8]}"
4375,"{0: [3, 9], 1: [10], 2: [2, 4], 3: [0, 5, 6, 7], 4: [11]}","{0: [1, 6, 7, 9], 1: [2, 3, 4, 11], 2: [0], 3: [10], 4: [5], 5: [8]}"
4376,"{0: [1, 4, 8], 1: [0, 5], 2: [6, 7], 3: [11], 4: [9, 10]}","{0: [4, 6, 10], 1: [7], 2: [8], 3: [9, 11], 4: [2], 5: [0, 5]}"
4377,"{0: [11], 1: [0, 8], 2: [3], 3: [4, 10], 4: [5, 9]}","{0: [11], 1: [0, 4, 5, 7], 2: [3, 6, 9, 10], 3: [8], 4: [1], 5: [2]}"
4378,"{0: [7], 1: [11], 2: [6], 3: [1, 2, 3, 5], 4: [4, 8, 9, 10]}","{0: [4, 10], 1: [5], 2: [2], 3: [3, 6, 7], 4: [1, 8, 11], 5: [9]}"
4379,"{0: [8, 9], 1: [6], 2: [11], 3: [2, 7], 4: [1, 3, 5]}","{0: [6, 7, 11], 1: [0, 8], 2: [1, 5], 3: [3, 4, 10], 4: [2], 5: [9]}"
4380,"{0: [4, 7, 10], 1: [1, 6, 9], 2: [0, 5], 3: [2], 4: [3, 11]}","{0: [4], 1: [0], 2: [11], 3: [5, 6, 7, 9], 4: [3, 10], 5: [8]}"
4381,"{0: [6, 8, 11], 1: [1, 3, 7], 2: [5], 3: [0, 10], 4: [9]}","{0: [3, 5, 7, 9], 1: [4], 2: [6], 3: [10], 4: [11], 5: [2, 8]}"
4382,"{0: [4, 8], 1: [5, 7, 9, 10], 2: [3, 6], 3: [11], 4: [1, 2]}","{0: [2, 9, 10], 1: [3], 2: [4], 3: [1], 4: [6, 11], 5: [8]}"
4383,"{0: [9], 1: [2, 4, 11], 2: [0, 5, 6], 3: [1, 8, 10], 4: [7]}","{0: [7, 9, 11], 1: [8], 2: [5, 6, 10], 3: [4], 4: [0], 5: [1]}"
4384,"{0: [1, 7], 1: [3, 6], 2: [11], 3: [5, 8, 10], 4: [9]}","{0: [1, 4, 7], 1: [11], 2: [2, 8], 3: [10], 4: [0, 5, 9], 5: [6]}"
4385,"{0: [3, 10], 1: [2, 8], 2: [11], 3: [4, 6, 7], 4: [9]}","{0: [7], 1: [2, 6], 2: [5, 11], 3: [4], 4: [9], 5: [1, 3, 8, 10]}"
4386,"{0: [8], 1: [11], 2: [0, 5], 3: [2, 9], 4: [1, 6, 10]}","{0: [11], 1: [0], 2: [2, 10], 3: [9], 4: [5], 5: [8]}"
4387,"{0: [2, 8, 11], 1: [6, 7], 2: [3], 3: [4, 5, 10], 4: [1, 9]}","{0: [7], 1: [11], 2: [3, 10], 3: [4, 5, 8], 4: [2, 9], 5: [6]}"
4388,"{0: [3, 4, 7], 1: [0, 9], 2: [10], 3: [5], 4: [11]}","{0: [1, 6, 11], 1: [4, 7], 2: [0], 3: [9], 4: [5], 5: [8]}"
4389,"{0: [10], 1: [4], 2: [0, 5, 6, 8], 3: [7], 4: [1, 3, 9, 11]}","{0: [5], 1: [11], 2: [0, 4, 7, 9, 10], 3: [6], 4: [2], 5: [1]}"
4390,"{0: [2, 5], 1: [0, 8], 2: [11], 3: [6, 9], 4: [3, 7]}","{0: [10, 11], 1: [0, 8, 9], 2: [5], 3: [3, 6, 7], 4: [2], 5: [1]}"
4391,"{0: [6], 1: [0, 9], 2: [4, 8], 3: [2, 3], 4: [7, 10, 11]}","{0: [1], 1: [10], 2: [0], 3: [9], 4: [5], 5: [8, 11]}"
4392,"{0: [6, 11], 1: [0, 9], 2: [4], 3: [1, 10], 4: [2, 3, 5, 8]}","{0: [2], 1: [0], 2: [1, 6, 10], 3: [9], 4: [8, 11], 5: [5]}"
4393,"{0: [0, 5], 1: [3, 8], 2: [1, 10], 3: [4], 4: [9, 11]}","{0: [11], 1: [0], 2: [4, 10], 3: [9], 4: [2, 7, 8], 5: [5]}"
4394,"{0: [11], 1: [10], 2: [6, 8], 3: [0, 9], 4: [2, 4]}","{0: [7], 1: [0, 5], 2: [10], 3: [6, 11], 4: [2, 4, 8, 9], 5: [3]}"
4395,"{0: [6], 1: [3, 7], 2: [4, 11], 3: [1, 9, 10], 4: [8]}","{0: [1], 1: [0], 2: [6], 3: [9, 10], 4: [2, 3, 4, 5, 7, 11], 5: [8]}"
4396,"{0: [1, 2, 5, 7], 1: [8], 2: [0, 6, 9, 10], 3: [3, 4], 4: [11]}","{0: [7, 10], 1: [6], 2: [4], 3: [2, 3, 9], 4: [11], 5: [1, 5, 8]}"
4397,"{0: [2, 3, 4], 1: [0, 5], 2: [6, 9], 3: [1, 8], 4: [7, 10, 11]}","{0: [11], 1: [0, 9], 2: [2, 4, 10], 3: [6], 4: [7, 8], 5: [5]}"
4398,"{0: [4], 1: [1, 8, 10], 2: [6], 3: [0, 5, 11], 4: [2, 7, 9]}","{0: [8], 1: [5, 7], 2: [9], 3: [2], 4: [0], 5: [11]}"
4399,"{0: [1, 4, 9], 1: [0, 5, 8], 2: [11], 3: [10], 4: [2, 6, 7]}","{0: [9], 1: [0, 5, 8, 11], 2: [7], 3: [6], 4: [3], 5: [1, 2, 4, 10]}"
4400,"{0: [11], 1: [1, 4, 7], 2: [5, 6], 3: [0, 3, 8], 4: [9, 10]}","{0: [10], 1: [2], 2: [1, 8], 3: [9], 4: [4], 5: [11]}"
4401,"{0: [7, 9], 1: [6, 8], 2: [1, 11], 3: [0, 2, 5], 4: [4, 10]}","{0: [11], 1: [0, 4, 9], 2: [5, 7, 8, 10], 3: [6], 4: [1], 5: [3]}"
4402,"{0: [0, 5], 1: [7], 2: [3, 6, 10], 3: [4, 11], 4: [9]}","{0: [10], 1: [0, 9, 11], 2: [1, 3, 6, 7], 3: [8], 4: [4], 5: [5]}"
4403,"{0: [6, 9, 11], 1: [1, 3, 7], 2: [4], 3: [2, 8], 4: [5, 10]}","{0: [6], 1: [3], 2: [7], 3: [9], 4: [1, 11], 5: [4, 5, 8, 10]}"
4404,"{0: [10], 1: [3, 6, 7], 2: [4, 11], 3: [0, 5], 4: [9]}","{0: [4], 1: [0], 2: [2], 3: [9], 4: [5, 6, 7, 10], 5: [8, 11]}"
4405,"{0: [11], 1: [6], 2: [1, 3, 4, 9], 3: [0, 2, 8, 10], 4: [5, 7]}","{0: [2, 8, 10], 1: [7], 2: [1, 3], 3: [5], 4: [9], 5: [6]}"
4406,"{0: [11], 1: [1, 6, 7], 2: [0, 2, 9], 3: [8], 4: [3, 4, 10]}","{0: [4, 10], 1: [0, 1, 5, 6, 7], 2: [9], 3: [3], 4: [2], 5: [8, 11]}"
4407,"{0: [9, 10], 1: [4], 2: [8], 3: [2, 3, 6, 7], 4: [11]}","{0: [0], 1: [2], 2: [1, 3], 3: [8, 11], 4: [5, 7], 5: [9]}"
4408,"{0: [1, 3], 1: [0, 5], 2: [8, 10, 11], 3: [6, 7], 4: [9]}","{0: [2, 7, 11], 1: [3], 2: [0, 4, 5, 8], 3: [10], 4: [1, 9], 5: [6]}"
4409,"{0: [0, 8], 1: [2, 3], 2: [7], 3: [1, 5], 4: [4, 9, 11]}","{0: [2], 1: [0, 1, 5, 9, 10], 2: [8], 3: [7], 4: [4, 6], 5: [3]}"
4410,"{0: [9], 1: [0, 1, 5, 8], 2: [3, 4, 6], 3: [10], 4: [11]}","{0: [10], 1: [6], 2: [0, 5, 11], 3: [3, 4, 8], 4: [7], 5: [9]}"
4411,"{0: [3, 5, 11], 1: [4], 2: [6], 3: [0, 8, 10], 4: [1, 9]}","{0: [3], 1: [0, 5], 2: [2], 3: [8], 4: [1, 4, 6, 10, 11], 5: [7]}"
4412,"{0: [7], 1: [6], 2: [9], 3: [2, 3, 5, 11], 4: [1, 4, 8, 10]}","{0: [6], 1: [8], 2: [10], 3: [2], 4: [4, 5, 7, 11], 5: [0, 9]}"
4413,"{0: [11], 1: [0, 5], 2: [3], 3: [8, 10], 4: [1, 4, 7, 9]}","{0: [11], 1: [9], 2: [2, 6], 3: [3, 10], 4: [0, 8], 5: [5, 7]}"
4414,"{0: [2, 6, 7], 1: [8], 2: [9, 10], 3: [1, 3, 5], 4: [11]}","{0: [9, 10], 1: [1, 4], 2: [0, 2, 7, 8], 3: [11], 4: [5], 5: [6]}"
4415,"{0: [4, 9], 1: [10], 2: [0, 8], 3: [5, 6, 11], 4: [7]}","{0: [1, 11], 1: [0, 5, 8], 2: [10], 3: [6], 4: [7], 5: [9]}"
4416,"{0: [6], 1: [1, 3, 5], 2: [8, 9, 10], 3: [2, 7], 4: [11]}","{0: [4, 8], 1: [5, 10], 2: [6], 3: [9], 4: [7, 11], 5: [3]}"
4417,"{0: [10], 1: [1, 3, 7, 8, 9], 2: [2, 5], 3: [11], 4: [6]}","{0: [6, 11], 1: [10], 2: [0, 9], 3: [2, 5], 4: [3, 4], 5: [8]}"
4418,"{0: [3, 5, 6, 8, 9], 1: [0, 11], 2: [1], 3: [2, 4, 10], 4: [7]}","{0: [0, 8, 11], 1: [3, 9], 2: [10], 3: [6], 4: [7], 5: [4]}"
4419,"{0: [6], 1: [9], 2: [0, 5, 7], 3: [3, 4], 4: [1, 8, 10]}","{0: [1, 8], 1: [7], 2: [3, 4, 5, 11], 3: [6], 4: [2], 5: [9, 10]}"
4420,"{0: [0, 7], 1: [5], 2: [4, 9], 3: [2, 6], 4: [10, 11]}","{0: [1, 7, 8, 10], 1: [5, 9], 2: [11], 3: [0], 4: [4], 5: [6]}"
4421,"{0: [2, 7, 8], 1: [4, 10], 2: [11], 3: [1, 6], 4: [3]}","{0: [11], 1: [5, 9, 10], 2: [1, 6, 7], 3: [0], 4: [3], 5: [2, 8]}"
4422,"{0: [7, 9], 1: [0, 10, 11], 2: [3, 8], 3: [1, 6], 4: [2, 5]}","{0: [1, 6, 8, 9], 1: [0], 2: [10], 3: [3, 5], 4: [7], 5: [11]}"
4423,"{0: [0, 11], 1: [8, 10], 2: [1, 7], 3: [2, 4], 4: [3, 9]}","{0: [4], 1: [5], 2: [3], 3: [1, 9, 11], 4: [0, 7, 8], 5: [10]}"
4424,"{0: [6], 1: [9], 2: [2, 3, 11], 3: [1, 5], 4: [7, 8, 10]}","{0: [1], 1: [9], 2: [3], 3: [0, 5, 11], 4: [6], 5: [4, 7, 8, 10]}"
4425,"{0: [6, 7, 9, 10], 1: [0, 11], 2: [5], 3: [2], 4: [1, 4, 8]}","{0: [3, 6, 8], 1: [1], 2: [2], 3: [5, 9], 4: [10, 11], 5: [4]}"
4426,"{0: [1, 5], 1: [7], 2: [0, 11], 3: [2, 3, 4], 4: [8, 9, 10]}","{0: [0, 3, 4, 10, 11], 1: [1, 7], 2: [6], 3: [8], 4: [9], 5: [2]}"
4427,"{0: [0, 6, 7, 11], 1: [2, 4], 2: [10], 3: [1, 3, 5, 8], 4: [9]}","{0: [0], 1: [2, 4], 2: [10], 3: [6, 11], 4: [7], 5: [3, 5, 8, 9]}"
4428,"{0: [4, 8], 1: [0, 5], 2: [11], 3: [10], 4: [2, 6, 7, 9]}","{0: [1], 1: [4, 11], 2: [7], 3: [5, 6], 4: [9], 5: [8]}"
4429,"{0: [10], 1: [8], 2: [4], 3: [11], 4: [1, 3, 5, 6, 7, 9]}","{0: [11], 1: [1, 7], 2: [0, 3, 4, 5, 10], 3: [2, 9], 4: [6], 5: [8]}"
4430,"{0: [1, 7, 8, 10], 1: [0, 5, 9], 2: [11], 3: [2, 3, 6], 4: [4]}","{0: [6], 1: [10], 2: [7], 3: [1], 4: [8], 5: [2, 11]}"
4431,"{0: [3, 6], 1: [4], 2: [0, 2, 7], 3: [5, 8, 9, 11], 4: [10]}","{0: [7], 1: [11], 2: [9, 10], 3: [3, 4], 4: [8], 5: [1, 5]}"
4432,"{0: [2, 3, 4, 11], 1: [8], 2: [10], 3: [1, 9], 4: [0, 5, 6, 7]}","{0: [1, 3, 4], 1: [8], 2: [2], 3: [7, 10, 11], 4: [9], 5: [5, 6]}"
4433,"{0: [0, 7], 1: [4, 8], 2: [2, 9, 11], 3: [10], 4: [3, 5, 6]}","{0: [6], 1: [4], 2: [9, 11], 3: [2, 3, 10], 4: [1], 5: [8]}"
4434,"{0: [4, 7, 8, 9], 1: [0, 1, 2, 5, 6], 2: [3], 3: [10], 4: [11]}","{0: [2, 10], 1: [8], 2: [1, 9], 3: [6], 4: [4], 5: [7, 11]}"
4435,"{0: [6], 1: [3, 8], 2: [1, 4, 5], 3: [2, 9], 4: [7, 10, 11]}","{0: [6], 1: [4, 5], 2: [0, 2, 7], 3: [10], 4: [9, 11], 5: [1]}"
4436,"{0: [4, 11], 1: [2], 2: [0, 5, 9], 3: [6, 7, 8], 4: [3, 10]}","{0: [9], 1: [7, 10, 11], 2: [0, 5, 6], 3: [4], 4: [8], 5: [3]}"
4437,"{0: [8], 1: [11], 2: [1, 6], 3: [2, 3, 5, 9], 4: [4, 7, 10]}","{0: [5], 1: [2, 6], 2: [7, 11], 3: [1, 3, 8], 4: [10], 5: [0, 9]}"
4438,"{0: [10], 1: [0, 9], 2: [3], 3: [2, 4, 5, 8], 4: [7, 11]}","{0: [6, 10, 11], 1: [8], 2: [0, 9], 3: [5], 4: [3], 5: [1]}"
4439,"{0: [8, 10], 1: [2, 11], 2: [0, 9], 3: [3, 4], 4: [7]}","{0: [7], 1: [4], 2: [5], 3: [2, 9, 11], 4: [3], 5: [1, 6, 8, 10]}"
4440,"{0: [4, 7, 10], 1: [5, 6], 2: [0, 9], 3: [3, 8], 4: [11]}","{0: [6, 10, 11], 1: [3], 2: [7], 3: [1], 4: [4, 9], 5: [8]}"
4441,"{0: [0, 7], 1: [6, 8], 2: [2, 4, 5, 11], 3: [9, 10], 4: [1, 3]}","{0: [11], 1: [3], 2: [0, 5], 3: [1, 2, 4, 7, 9], 4: [6, 8], 5: [10]}"
4442,"{0: [7], 1: [3, 4, 9, 10], 2: [1, 2], 3: [5, 6, 11], 4: [8]}","{0: [1, 2, 8], 1: [0, 5, 6, 9], 2: [11], 3: [4], 4: [10], 5: [7]}"
4443,"{0: [9], 1: [4, 10], 2: [6], 3: [0, 5], 4: [7, 8, 11]}","{0: [2, 3], 1: [8], 2: [0, 5, 6], 3: [9, 10], 4: [1, 7], 5: [11]}"
4444,"{0: [11], 1: [0, 9], 2: [4, 7, 8, 10], 3: [3, 5], 4: [6]}","{0: [0], 1: [2], 2: [11], 3: [5, 10], 4: [4, 7], 5: [9]}"
4445,"{0: [2, 7], 1: [1, 9, 10, 11], 2: [0, 5], 3: [3, 4, 6], 4: [8]}","{0: [2, 8], 1: [0, 5], 2: [1, 4, 10], 3: [3, 6], 4: [7, 9], 5: [11]}"
4446,"{0: [4, 8, 10], 1: [0, 5], 2: [9], 3: [1, 3, 7], 4: [2, 6]}","{0: [1, 10], 1: [11], 2: [0, 8], 3: [4], 4: [7], 5: [5, 6]}"
4447,"{0: [0, 7, 11], 1: [2, 10], 2: [5, 9], 3: [3, 4], 4: [8]}","{0: [2, 4], 1: [1, 11], 2: [7], 3: [8, 9], 4: [6], 5: [10]}"
4448,"{0: [2, 5, 11], 1: [7], 2: [4, 8], 3: [10], 4: [3, 6, 9]}","{0: [8, 11], 1: [5], 2: [7], 3: [4], 4: [3, 9], 5: [2, 10]}"
4449,"{0: [10], 1: [4], 2: [0, 5], 3: [2, 6, 11], 4: [1, 8]}","{0: [2, 10], 1: [0], 2: [4], 3: [6, 7, 8, 9], 4: [5], 5: [3, 11]}"
4450,"{0: [4], 1: [2, 3, 8, 9, 10], 2: [11], 3: [0, 5], 4: [1, 6]}","{0: [8, 11], 1: [6], 2: [7], 3: [9, 10], 4: [1], 5: [4, 5]}"
4451,"{0: [7], 1: [10], 2: [2, 8, 9], 3: [1, 11], 4: [3, 6]}","{0: [2], 1: [3], 2: [4], 3: [5, 6, 10], 4: [7, 8], 5: [1, 9, 11]}"
4452,"{0: [2, 10], 1: [8], 2: [0, 3, 4, 5, 6, 9], 3: [1, 7], 4: [11]}","{0: [0, 11], 1: [1], 2: [9], 3: [7], 4: [5], 5: [10]}"
4453,"{0: [4, 8], 1: [3, 10], 2: [0, 2, 6, 11], 3: [7], 4: [9]}","{0: [10], 1: [8], 2: [0, 5], 3: [2, 9], 4: [7, 11], 5: [3, 4, 6]}"
4454,"{0: [5, 7, 9], 1: [1, 11], 2: [2, 6, 8], 3: [3, 4], 4: [10]}","{0: [8], 1: [9], 2: [1], 3: [5, 7], 4: [2, 3, 4], 5: [0, 6, 10, 11]}"
4455,"{0: [0, 11], 1: [6], 2: [2, 4], 3: [8, 9, 10], 4: [1, 3]}","{0: [2], 1: [0], 2: [7, 8], 3: [5], 4: [6], 5: [4, 11]}"
4456,"{0: [4], 1: [7, 9], 2: [1, 2, 3, 6], 3: [0, 8, 10, 11], 4: [5]}","{0: [5], 1: [11], 2: [10], 3: [0, 3, 6], 4: [4, 8, 9], 5: [1, 7]}"
4457,"{0: [7], 1: [1, 2, 6, 8], 2: [0, 10, 11], 3: [5], 4: [3, 4, 9]}","{0: [2], 1: [0], 2: [10], 3: [6], 4: [1, 4, 5], 5: [3, 8, 9, 11]}"
4458,"{0: [4, 6], 1: [0, 10], 2: [1, 2, 5, 11], 3: [8], 4: [3, 7, 9]}","{0: [11], 1: [4], 2: [0, 10], 3: [8], 4: [6], 5: [9]}"
4459,"{0: [2, 10], 1: [1, 5], 2: [3, 7], 3: [6, 8, 11], 4: [4, 9]}","{0: [2], 1: [10], 2: [8], 3: [9], 4: [4, 6, 11], 5: [1, 7]}"
4460,"{0: [9], 1: [4, 7], 2: [3, 6, 8], 3: [1, 10], 4: [11]}","{0: [5], 1: [2], 2: [3], 3: [0, 6], 4: [1, 10, 11], 5: [4, 8]}"
4461,"{0: [2, 5], 1: [7, 8, 10], 2: [0, 3, 6], 3: [11], 4: [4]}","{0: [7], 1: [4, 10], 2: [1, 5], 3: [9], 4: [2], 5: [11]}"
4462,"{0: [11], 1: [0, 4, 6], 2: [8, 9], 3: [2], 4: [3, 5, 7, 10]}","{0: [2, 9], 1: [0], 2: [4, 11], 3: [6, 8], 4: [10], 5: [3, 5, 7]}"
4463,"{0: [4], 1: [2, 7], 2: [5, 8, 11], 3: [0, 9, 10], 4: [1, 3, 6]}","{0: [10], 1: [7], 2: [1, 3, 4, 5, 11], 3: [2], 4: [6, 8], 5: [9]}"
4464,"{0: [4, 10], 1: [0, 5], 2: [7, 11], 3: [3, 6], 4: [9]}","{0: [1], 1: [0], 2: [4, 9], 3: [8, 10], 4: [5], 5: [2, 6]}"
4465,"{0: [3], 1: [9], 2: [7], 3: [2, 4, 10], 4: [8, 11]}","{0: [7], 1: [0], 2: [1], 3: [2, 6, 9], 4: [4, 5], 5: [8, 10, 11]}"
4466,"{0: [1, 4, 8, 9], 1: [3, 7, 10], 2: [0, 5], 3: [11], 4: [6]}","{0: [0, 6], 1: [2], 2: [1, 4, 8], 3: [11], 4: [7, 9], 5: [10]}"
4467,"{0: [2, 9], 1: [11], 2: [0, 1, 6, 10], 3: [4, 8], 4: [3, 7]}","{0: [3, 9], 1: [0, 5, 8, 10], 2: [11], 3: [6, 7], 4: [2], 5: [4]}"
4468,"{0: [4, 8, 10, 11], 1: [7], 2: [2, 9], 3: [3, 5], 4: [0, 6]}","{0: [0, 6], 1: [7], 2: [1, 8, 10], 3: [4], 4: [2, 9, 11], 5: [5]}"
4469,"{0: [3, 11], 1: [9], 2: [0, 1, 5, 6, 8], 3: [10], 4: [4, 7]}","{0: [10], 1: [0, 1, 3, 6, 8], 2: [4], 3: [11], 4: [9], 5: [7]}"
4470,"{0: [0, 9], 1: [8, 10], 2: [1, 4], 3: [6], 4: [3, 7, 11]}","{0: [11], 1: [0], 2: [2, 3, 8], 3: [4, 9, 10], 4: [6], 5: [5, 7]}"
4471,"{0: [2, 8], 1: [1, 3, 4], 2: [11], 3: [5], 4: [0, 6, 10]}","{0: [11], 1: [0, 6, 7, 8], 2: [4], 3: [9], 4: [10], 5: [1, 3, 5]}"
4472,"{0: [8], 1: [1, 4], 2: [0, 6], 3: [2, 5, 10, 11], 4: [3, 7, 9]}","{0: [0], 1: [8], 2: [10], 3: [4, 6], 4: [7, 9, 11], 5: [5]}"
4473,"{0: [8], 1: [5, 10], 2: [0, 9], 3: [6, 11], 4: [7]}","{0: [5, 9, 11], 1: [4], 2: [1], 3: [2], 4: [10], 5: [3]}"
4474,"{0: [7], 1: [11], 2: [9], 3: [5, 10], 4: [8]}","{0: [11], 1: [1], 2: [10], 3: [2], 4: [3], 5: [4]}"
4475,"{0: [10], 1: [8], 2: [5, 7, 9], 3: [0, 4, 6], 4: [2, 3, 11]}","{0: [4], 1: [0, 3, 6, 8], 2: [2, 9], 3: [5, 10, 11], 4: [1], 5: [7]}"
4476,"{0: [2, 6], 1: [1, 7, 9, 11], 2: [0, 5], 3: [4], 4: [3, 8, 10]}","{0: [11], 1: [0, 2, 6], 2: [1, 10], 3: [4], 4: [7], 5: [8]}"
4477,"{0: [8], 1: [11], 2: [5, 6, 10], 3: [3, 7], 4: [4, 9]}","{0: [10], 1: [0], 2: [11], 3: [6], 4: [7], 5: [5]}"
4478,"{0: [3, 4, 5], 1: [0, 1, 6, 8], 2: [9, 11], 3: [2, 7], 4: [10]}","{0: [0, 7], 1: [10], 2: [4, 11], 3: [6], 4: [1, 3, 5, 8], 5: [2, 9]}"
4479,"{0: [9], 1: [8, 10], 2: [2, 6, 11], 3: [0, 5], 4: [3, 7]}","{0: [3, 7], 1: [10], 2: [0, 5], 3: [9], 4: [1, 6, 11], 5: [2, 4, 8]}"
4480,"{0: [0, 6, 10], 1: [9], 2: [5], 3: [3, 11], 4: [2, 4]}","{0: [0, 2, 4, 5, 7], 1: [6], 2: [11], 3: [9, 10], 4: [3], 5: [8]}"
4481,"{0: [0, 10], 1: [1, 9], 2: [6, 8], 3: [11], 4: [4, 7]}","{0: [4, 6], 1: [9], 2: [5, 10], 3: [7], 4: [8], 5: [0, 2, 11]}"
4482,"{0: [5, 11], 1: [1, 10], 2: [8], 3: [3, 6], 4: [7, 9]}","{0: [2], 1: [7], 2: [0, 4, 5, 8], 3: [6, 10], 4: [11], 5: [9]}"
4483,"{0: [7], 1: [6], 2: [1, 8], 3: [11], 4: [0, 5, 9, 10]}","{0: [8], 1: [4], 2: [9], 3: [1, 5, 11], 4: [7], 5: [0, 10]}"
4484,"{0: [1, 8, 11], 1: [10], 2: [3, 5, 6, 7], 3: [0, 4], 4: [2, 9]}","{0: [7], 1: [8], 2: [0], 3: [11], 4: [3, 10], 5: [1, 4, 9]}"
4485,"{0: [4, 5, 11], 1: [6], 2: [2, 8], 3: [1, 7, 9], 4: [0, 10]}","{0: [1, 3, 7], 1: [2], 2: [0], 3: [4], 4: [6, 8, 11], 5: [10]}"
4486,"{0: [2, 10], 1: [5, 9], 2: [0, 6, 11], 3: [4], 4: [3, 7, 8]}","{0: [1, 7], 1: [0, 2, 5, 10], 2: [6], 3: [11], 4: [9], 5: [8]}"
4487,"{0: [0, 2, 3, 4], 1: [6], 2: [7, 9], 3: [5, 8, 10], 4: [1, 11]}","{0: [8], 1: [5, 6], 2: [0], 3: [11], 4: [10], 5: [2, 3, 4]}"
4488,"{0: [5], 1: [9], 2: [6, 11], 3: [2, 7], 4: [0, 3, 4, 10]}","{0: [8], 1: [0], 2: [1, 7], 3: [10], 4: [2, 4, 9], 5: [11]}"
4489,"{0: [7, 8], 1: [1, 11], 2: [10], 3: [3, 5, 6, 9], 4: [0, 4]}","{0: [2, 10], 1: [0, 1, 7, 11], 2: [9], 3: [5], 4: [6], 5: [8]}"
4490,"{0: [3, 9], 1: [5, 7, 8], 2: [4, 6], 3: [0, 10], 4: [11]}","{0: [2, 6, 8], 1: [0, 10], 2: [1, 7, 9, 11], 3: [5], 4: [4], 5: [3]}"
4491,"{0: [6, 8], 1: [11], 2: [5, 9], 3: [1, 10], 4: [3, 7]}","{0: [1, 7, 11], 1: [4], 2: [10], 3: [0], 4: [3], 5: [5, 6, 8]}"
4492,"{0: [0, 5, 11], 1: [10], 2: [4, 7, 9], 3: [1, 2, 6], 4: [8]}","{0: [9], 1: [0, 2, 4, 6], 2: [1, 11], 3: [10], 4: [7], 5: [3]}"
4493,"{0: [7], 1: [3, 6], 2: [4, 9], 3: [0, 10], 4: [5, 8, 11]}","{0: [10], 1: [0, 1, 6, 8, 11], 2: [9], 3: [2, 5], 4: [7], 5: [3, 4]}"
4494,"{0: [0, 10], 1: [1, 4, 6], 2: [2, 7], 3: [8], 4: [9]}","{0: [2, 7], 1: [0, 11], 2: [1, 9], 3: [4], 4: [8, 10], 5: [6]}"
4495,"{0: [2, 3, 10], 1: [0, 4], 2: [6], 3: [11], 4: [5, 7, 8, 9]}","{0: [7], 1: [0], 2: [1], 3: [4, 5, 6], 4: [11], 5: [10]}"
4496,"{0: [7], 1: [4, 9], 2: [8], 3: [2, 3, 5, 10], 4: [11]}","{0: [8], 1: [7], 2: [0], 3: [4, 9], 4: [11], 5: [6, 10]}"
